sale_id,product_code,product_description,qty_sold,sale_price,sale_total,sale_date,store_id,cashier,payment_method
S000233,SKU-00006,Monitor Arm,7,1273.92,8917.44,05/10/2025,STORE-08,EMP-774,Credit
S000234,SKU-00004,Office Chair,7,31.48,220.36,07/04/2025,STORE-05,EMP-850,Credit
S000235,SKU-00001,Laptop Pro 15,7,1464.29,10250.03,09/15/2025,STORE-10,EMP-339,Mobile
S000236,SKU-00004,Office Chair,7,879.66,6157.62,04/26/2024,STORE-01,EMP-717,Mobile
S000237,SKU-00008,Pen Set,3,1243.58,3730.74,03/07/2024,STORE-10,EMP-201,Mobile
S000238,SKU-00001,Laptop Pro 15,10,1328.62,13286.2,03/18/2025,STORE-06,EMP-193,Mobile
S000239,SKU-00001,Laptop Pro 15,5,1238.79,6193.95,07/07/2024,STORE-02,EMP-434,Credit
S000240,SKU-00011,Keyboard BT,1,35.49,35.49,07/31/2024,STORE-06,EMP-620,Mobile
S000241,SKU-00008,Pen Set,1,1350.12,1350.12,01/11/2024,STORE-01,EMP-776,Debit
S000242,SKU-00011,Keyboard BT,6,26.23,157.38,04/21/2024,STORE-09,EMP-561,Cash
S000243,SKU-00001,Laptop Pro 15,6,1395.96,8375.76,08/26/2025,STORE-10,EMP-884,Debit
S000244,SKU-00003,USB Hub,6,522.52,3135.12,09/28/2024,STORE-04,EMP-761,Credit
S000245,SKU-00003,USB Hub,4,265.32,1061.28,03/26/2024,STORE-03,EMP-793,Debit
S000246,SKU-00001,Laptop Pro 15,3,499.92,1499.76,11/04/2025,STORE-04,EMP-352,Cash
S000247,SKU-00011,Keyboard BT,2,362.13,724.26,05/23/2024,STORE-08,EMP-532,Cash
S000248,SKU-00011,Keyboard BT,-8,1422.0,11376.0,09/26/2024,STORE-05,EMP-608,Credit
S000249,SKU-00011,Keyboard BT,9,157.38,1416.42,02/01/2024,STORE-08,EMP-755,Cash
S000250,SKU-00009,Printer Paper,8,631.71,5053.68,01/24/2025,STORE-08,EMP-640,Debit
S000251,SKU-00004,Office Chair,5,958.71,4793.55,07/14/2024,STORE-04,EMP-459,Mobile
S000252,SKU-00004,Office Chair,8,63.89,511.12,03/12/2024,STORE-02,EMP-619,Cash
S000253,SKU-00012,Desk Lamp,7,1301.99,9113.93,07/28/2024,STORE-07,EMP-317,Mobile
S000254,SKU-00006,Monitor Arm,1,635.27,635.27,11/16/2024,STORE-01,EMP-325,Credit
S000255,SKU-00006,Monitor Arm,2,1348.03,2696.06,04/25/2024,STORE-07,EMP-341,Mobile
S000256,SKU-00005,Standing Desk,6,1022.25,6133.5,04/06/2025,STORE-04,EMP-522,Credit
S000257,SKU-00004,Office Chair,1,371.29,371.29,11/09/2025,STORE-03,EMP-926,Mobile
S000258,SKU-00001,Laptop Pro 15,3,663.53,1990.59,08/29/2024,STORE-03,EMP-231,Mobile
S000259,SKU-00010,Webcam HD,3,1414.79,4244.37,04/06/2025,STORE-03,EMP-751,Mobile
S000260,SKU-00003,USB Hub,10,457.13,4571.3,01/15/2024,STORE-01,EMP-701,Mobile
S000261,SKU-00002,Wireless Mouse,1,1169.5,1169.5,08/05/2025,STORE-04,EMP-719,Debit
S000262,SKU-00010,Webcam HD,10,622.23,6222.3,03/04/2025,STORE-08,EMP-974,Debit
S000263,SKU-00005,Standing Desk,6,911.52,5469.12,11/21/2025,STORE-09,EMP-775,Cash
S000264,SKU-00008,Pen Set,2,320.28,640.56,02/08/2024,STORE-04,EMP-264,Credit
S000265,SKU-00005,Standing Desk,5,264.69,1323.45,06/19/2024,STORE-02,EMP-317,Debit
S000266,SKU-00004,Office Chair,3,144.56,433.68,09/05/2024,STORE-04,EMP-883,Cash
S000267,SKU-00011,Keyboard BT,-1,437.53,437.53,06/18/2024,STORE-10,EMP-438,Mobile
S000268,SKU-00001,Laptop Pro 15,3,896.37,2689.11,11/29/2025,STORE-01,EMP-695,Debit
S000269,SKU-00008,Pen Set,3,44.45,133.35,01/25/2024,STORE-08,EMP-464,Credit
S000270,SKU-00012,Desk Lamp,3,491.75,1475.25,02/06/2025,STORE-10,EMP-316,Cash
S000271,SKU-00007,Notebook Pack,1,655.55,655.55,06/14/2024,STORE-04,EMP-935,Cash
S000272,SKU-00009,Printer Paper,-8,425.83,3406.64,08/24/2024,STORE-08,EMP-971,Credit
S000273,SKU-00004,Office Chair,-6,925.71,5554.26,05/15/2024,STORE-08,EMP-523,Credit
S000274,SKU-00012,Desk Lamp,10,1482.53,14825.3,05/16/2025,STORE-07,EMP-882,Credit
S000275,SKU-00011,Keyboard BT,3,491.33,1473.99,04/13/2025,STORE-04,EMP-721,Mobile
S000276,SKU-00008,Pen Set,5,826.27,4131.35,03/31/2024,STORE-04,EMP-692,Cash
S000277,SKU-00001,Laptop Pro 15,4,1458.21,5832.84,01/06/2025,STORE-07,EMP-730,Debit
S000278,SKU-00005,Standing Desk,4,109.55,438.2,10/31/2024,STORE-01,EMP-204,Credit
S000279,SKU-00009,Printer Paper,8,1049.81,8398.48,11/12/2024,STORE-03,EMP-726,Debit
S000280,SKU-00004,Office Chair,8,159.44,1275.52,08/23/2025,STORE-05,EMP-870,Credit
S000281,SKU-00005,Standing Desk,1,1189.18,1189.18,12/15/2025,STORE-09,EMP-881,Debit
S000282,SKU-00004,Office Chair,9,17.11,153.99,11/05/2025,STORE-09,EMP-896,Debit
S000283,SKU-00003,USB Hub,1,78.03,78.03,10/20/2024,STORE-02,EMP-513,Debit
S000284,SKU-00012,Desk Lamp,6,1065.11,6390.66,01/11/2025,STORE-06,EMP-681,Mobile
S000285,SKU-00008,Pen Set,-1,286.5,286.5,05/18/2024,STORE-02,EMP-630,Mobile
S000286,SKU-00010,Webcam HD,6,1092.8,6556.8,11/13/2025,STORE-09,EMP-900,Debit
S000287,SKU-00004,Office Chair,6,928.45,5570.7,01/09/2024,STORE-03,EMP-851,Cash
S000288,SKU-00009,Printer Paper,1,1358.57,1358.57,07/19/2025,STORE-02,EMP-332,Debit
S000289,SKU-00004,Office Chair,7,1291.53,9040.71,05/26/2024,STORE-05,EMP-801,Debit
S000290,SKU-00003,USB Hub,7,503.67,3525.69,02/25/2025,STORE-02,EMP-473,Mobile
S000291,SKU-00003,USB Hub,4,510.33,2041.32,12/18/2024,STORE-02,EMP-591,Credit
S000292,SKU-00012,Desk Lamp,9,448.32,4034.88,09/01/2025,STORE-03,EMP-578,Cash
S000293,SKU-00010,Webcam HD,10,401.8,4018.0,10/11/2024,STORE-07,EMP-200,Mobile
S000294,SKU-00004,Office Chair,7,88.81,621.67,12/24/2025,STORE-09,EMP-393,Debit
S000295,SKU-00011,Keyboard BT,1,636.25,636.25,12/13/2025,STORE-08,EMP-414,Cash
S000296,SKU-00002,Wireless Mouse,3,581.5,1744.5,06/06/2024,STORE-09,EMP-566,Cash
S000297,SKU-00008,Pen Set,2,165.89,331.78,03/15/2025,STORE-05,EMP-620,Cash
S000298,SKU-00003,USB Hub,4,221.68,886.72,12/31/2024,STORE-09,EMP-506,Cash
S000299,SKU-00009,Printer Paper,9,1402.84,12625.56,04/11/2024,STORE-05,EMP-637,Debit
S000300,SKU-00010,Webcam HD,5,584.16,2920.8,12/02/2024,STORE-05,EMP-175,Cash
S000301,SKU-00012,Desk Lamp,3,1446.05,4338.15,09/04/2025,STORE-07,EMP-160,Mobile
S000302,SKU-00002,Wireless Mouse,4,1180.92,4723.68,07/04/2024,STORE-02,EMP-585,Credit
S000303,SKU-00010,Webcam HD,6,1235.67,7414.02,12/05/2025,STORE-02,EMP-671,Mobile
S000304,SKU-00009,Printer Paper,3,321.77,965.31,11/06/2025,STORE-10,EMP-516,Mobile
S000305,SKU-00012,Desk Lamp,8,620.86,4966.88,01/14/2025,STORE-10,EMP-397,Mobile
S000306,SKU-00009,Printer Paper,8,1236.44,9891.52,11/07/2025,STORE-09,EMP-457,Debit
S000307,SKU-00008,Pen Set,2,1339.12,2678.24,03/23/2024,STORE-09,EMP-735,Mobile
S000308,SKU-00005,Standing Desk,9,1347.11,12123.99,06/26/2025,STORE-08,EMP-118,Mobile
S000309,SKU-00008,Pen Set,9,1258.57,11327.13,09/24/2024,STORE-08,EMP-256,Mobile
S000310,SKU-00008,Pen Set,4,250.32,1001.28,01/29/2025,STORE-09,EMP-212,Credit
S000311,SKU-00006,Monitor Arm,10,337.18,3371.8,11/11/2024,STORE-01,EMP-594,Mobile
S000312,SKU-00012,Desk Lamp,3,1421.49,4264.47,07/05/2025,STORE-03,EMP-946,Cash
S000313,SKU-00011,Keyboard BT,10,1481.95,14819.5,11/25/2024,STORE-10,EMP-518,Credit
S000314,SKU-00005,Standing Desk,2,962.98,1925.96,05/26/2024,STORE-05,EMP-451,Cash
S000315,SKU-00004,Office Chair,2,431.92,863.84,11/30/2025,STORE-02,EMP-376,Credit
S000316,SKU-00006,Monitor Arm,9,226.54,2038.86,09/18/2024,STORE-06,EMP-853,Cash
S000317,SKU-00005,Standing Desk,4,815.1,3260.4,05/31/2024,STORE-06,EMP-162,Cash
S000318,SKU-00012,Desk Lamp,7,1420.67,9944.69,09/10/2025,STORE-10,EMP-229,Cash
S000319,SKU-00001,Laptop Pro 15,4,380.53,1522.12,03/17/2024,STORE-06,EMP-706,Debit
S000320,SKU-00010,Webcam HD,3,1078.46,3235.38,07/10/2025,STORE-04,EMP-389,Debit
S000321,SKU-00004,Office Chair,-6,1248.31,7489.86,05/18/2024,STORE-08,EMP-162,Mobile
S000322,SKU-00008,Pen Set,2,416.18,832.36,05/05/2025,STORE-07,EMP-398,Credit
S000323,SKU-00010,Webcam HD,2,741.57,1483.14,10/20/2025,STORE-01,EMP-340,Credit
S000324,SKU-00003,USB Hub,4,427.45,1709.8,04/15/2025,STORE-08,EMP-701,Credit
S000325,SKU-00012,Desk Lamp,2,1437.9,2875.8,04/17/2024,STORE-08,EMP-160,Cash
S000326,SKU-00005,Standing Desk,6,1290.29,7741.74,02/06/2025,STORE-01,EMP-736,Cash
S000327,SKU-00008,Pen Set,2,724.69,1449.38,02/08/2024,STORE-10,EMP-788,Debit
S000328,SKU-00003,USB Hub,8,1163.88,9311.04,10/20/2025,STORE-10,EMP-377,Credit
S000329,SKU-00006,Monitor Arm,3,180.11,540.33,09/14/2025,STORE-10,EMP-948,Mobile
S000330,SKU-00009,Printer Paper,7,1083.07,7581.49,12/19/2024,STORE-07,EMP-811,Cash
S000331,SKU-00004,Office Chair,7,835.29,5847.03,02/12/2025,STORE-05,EMP-785,Mobile
S000332,SKU-00006,Monitor Arm,-1,430.17,430.17,11/27/2024,STORE-07,EMP-688,Mobile
S000333,SKU-00012,Desk Lamp,7,1396.23,9773.61,06/12/2024,STORE-09,EMP-458,Credit
S000334,SKU-00011,Keyboard BT,8,1231.06,9848.48,09/11/2025,STORE-03,EMP-672,Cash
S000335,SKU-00008,Pen Set,2,1216.55,2433.1,03/16/2024,STORE-04,EMP-824,Mobile
S000336,SKU-00005,Standing Desk,4,1457.73,5830.92,08/26/2024,STORE-04,EMP-220,Cash
S000337,SKU-00011,Keyboard BT,8,1119.5,8956.0,03/23/2025,STORE-05,EMP-427,Debit
S000338,SKU-00009,Printer Paper,4,1346.04,5384.16,08/07/2025,STORE-10,EMP-958,Cash
S000339,SKU-00010,Webcam HD,8,912.59,7300.72,04/01/2024,STORE-01,EMP-344,Cash
S000340,SKU-00004,Office Chair,8,883.88,7071.04,04/28/2024,STORE-07,EMP-172,Debit
S000341,SKU-00003,USB Hub,10,696.92,6969.2,03/25/2025,STORE-01,EMP-899,Mobile
S000342,SKU-00001,Laptop Pro 15,10,318.61,3186.1,01/31/2024,STORE-06,EMP-592,Mobile
S000343,SKU-00012,Desk Lamp,2,440.03,880.06,01/13/2024,STORE-07,EMP-699,Credit
S000344,SKU-00001,Laptop Pro 15,6,429.89,2579.34,07/25/2025,STORE-07,EMP-320,Debit
S000345,SKU-00005,Standing Desk,1,1226.06,1226.06,05/30/2025,STORE-06,EMP-209,Mobile
S000346,SKU-00005,Standing Desk,5,1442.14,7210.7,09/06/2024,STORE-09,EMP-658,Credit
S000347,SKU-00011,Keyboard BT,3,1079.55,3238.65,11/07/2025,STORE-06,EMP-451,Credit
S000348,SKU-00008,Pen Set,4,371.76,1487.04,03/01/2024,STORE-07,EMP-882,Cash
S000349,SKU-00010,Webcam HD,10,771.15,7711.5,02/15/2024,STORE-05,EMP-971,Credit
S000350,SKU-00002,Wireless Mouse,1,20.42,20.42,08/08/2024,STORE-02,EMP-102,Debit
S000351,SKU-00011,Keyboard BT,6,46.77,280.62,02/16/2025,STORE-02,EMP-361,Cash
S000352,SKU-00009,Printer Paper,7,761.54,5330.78,04/25/2024,STORE-07,EMP-710,Cash
S000353,SKU-00004,Office Chair,4,836.77,3347.08,04/19/2024,STORE-01,EMP-714,Credit
S000354,SKU-00010,Webcam HD,2,179.27,358.54,09/09/2025,STORE-09,EMP-716,Credit
S000355,SKU-00007,Notebook Pack,9,526.8,4741.2,01/24/2024,STORE-10,EMP-623,Debit
S000356,SKU-00004,Office Chair,10,783.76,7837.6,10/18/2025,STORE-04,EMP-787,Mobile
S000357,SKU-00005,Standing Desk,-7,904.95,6334.65,10/05/2025,STORE-07,EMP-749,Cash
S000358,SKU-00007,Notebook Pack,1,335.27,335.27,08/27/2024,STORE-09,EMP-844,Credit
S000359,SKU-00003,USB Hub,4,831.26,3325.04,12/25/2025,STORE-03,EMP-287,Credit
S000360,SKU-00008,Pen Set,6,492.16,2952.96,05/23/2025,STORE-03,EMP-576,Cash
S000361,SKU-00003,USB Hub,6,47.06,282.36,03/07/2024,STORE-09,EMP-973,Mobile
S000362,SKU-00007,Notebook Pack,10,605.14,6051.4,03/27/2025,STORE-08,EMP-515,Mobile
S000363,SKU-00008,Pen Set,9,1370.67,12336.03,05/31/2025,STORE-08,EMP-225,Credit
S000364,SKU-00009,Printer Paper,5,1226.71,6133.55,05/29/2025,STORE-04,EMP-717,Mobile
S000365,SKU-00001,Laptop Pro 15,7,1056.3,7394.1,08/05/2024,STORE-03,EMP-732,Debit
S000366,SKU-00010,Webcam HD,9,1493.46,13441.14,12/28/2024,STORE-08,EMP-417,Credit
S000367,SKU-00011,Keyboard BT,1,650.15,650.15,03/08/2024,STORE-10,EMP-817,Mobile
S000368,SKU-00001,Laptop Pro 15,1,330.43,330.43,03/19/2024,STORE-05,EMP-763,Cash
S000369,SKU-00009,Printer Paper,9,8.65,77.85,12/28/2024,STORE-04,EMP-171,Debit
S000370,SKU-00001,Laptop Pro 15,1,1129.39,1129.39,12/11/2025,STORE-09,EMP-315,Debit
S000371,SKU-00005,Standing Desk,9,484.62,4361.58,07/22/2025,STORE-05,EMP-904,Credit
S000372,SKU-00007,Notebook Pack,2,416.72,833.44,03/05/2024,STORE-08,EMP-633,Debit
S000373,SKU-00008,Pen Set,7,47.15,330.05,06/18/2025,STORE-04,EMP-291,Debit
S000374,SKU-00010,Webcam HD,9,1454.42,13089.78,12/18/2025,STORE-07,EMP-710,Debit
S000375,SKU-00004,Office Chair,6,228.42,1370.52,11/21/2025,STORE-07,EMP-878,Credit
S000376,SKU-00007,Notebook Pack,1,394.09,394.09,07/07/2024,STORE-06,EMP-686,Cash
S000377,SKU-00011,Keyboard BT,1,108.09,108.09,09/04/2024,STORE-10,EMP-914,Debit
S000378,SKU-00009,Printer Paper,10,766.92,7669.2,12/24/2025,STORE-09,EMP-845,Debit
S000379,SKU-00003,USB Hub,5,1224.23,6121.15,11/10/2024,STORE-06,EMP-608,Debit
S000380,SKU-00005,Standing Desk,3,475.84,1427.52,12/29/2024,STORE-02,EMP-261,Credit
S000381,SKU-00010,Webcam HD,6,217.86,1307.16,12/29/2025,STORE-04,EMP-995,Credit
S000382,SKU-00001,Laptop Pro 15,7,235.51,1648.57,01/25/2025,STORE-09,EMP-911,Debit
S000383,SKU-00011,Keyboard BT,1,64.3,64.3,04/13/2025,STORE-04,EMP-444,Cash
S000384,SKU-00003,USB Hub,6,1273.85,7643.1,04/17/2025,STORE-01,EMP-761,Debit
S000385,SKU-00002,Wireless Mouse,5,767.09,3835.45,06/01/2024,STORE-05,EMP-873,Credit
S000386,SKU-00001,Laptop Pro 15,3,1321.41,3964.23,09/21/2025,STORE-06,EMP-616,Debit
S000387,SKU-00006,Monitor Arm,8,317.4,2539.2,08/13/2024,STORE-10,EMP-600,Debit
S000388,SKU-00007,Notebook Pack,1,817.63,817.63,12/29/2024,STORE-01,EMP-238,Mobile
S000389,SKU-00006,Monitor Arm,10,919.55,9195.5,09/29/2024,STORE-04,EMP-962,Debit
S000390,SKU-00010,Webcam HD,6,1420.9,8525.4,11/22/2024,STORE-07,EMP-716,Cash
S000391,SKU-00003,USB Hub,1,709.51,709.51,09/10/2024,STORE-07,EMP-819,Mobile
S000392,SKU-00009,Printer Paper,10,1174.08,11740.8,04/30/2025,STORE-04,EMP-498,Credit
S000393,SKU-00001,Laptop Pro 15,2,520.91,1041.82,10/29/2025,STORE-03,EMP-583,Mobile
S000394,SKU-00008,Pen Set,5,1077.8,5389.0,04/05/2024,STORE-02,EMP-644,Debit
S000395,SKU-00008,Pen Set,9,871.84,7846.56,01/18/2024,STORE-06,EMP-253,Cash
S000396,SKU-00005,Standing Desk,5,80.03,400.15,01/24/2024,STORE-01,EMP-970,Credit
S000397,SKU-00006,Monitor Arm,9,688.09,6192.81,06/05/2024,STORE-06,EMP-987,Mobile
S000398,SKU-00002,Wireless Mouse,4,38.23,152.92,06/09/2024,STORE-01,EMP-337,Mobile
S000399,SKU-00004,Office Chair,6,455.72,2734.32,01/09/2025,STORE-04,EMP-305,Debit
S000400,SKU-00001,Laptop Pro 15,2,629.22,1258.44,12/02/2025,STORE-08,EMP-656,Debit
S000401,SKU-00012,Desk Lamp,7,1402.51,9817.57,10/01/2025,STORE-04,EMP-302,Mobile
S000402,SKU-00009,Printer Paper,7,532.85,3729.95,11/23/2024,STORE-02,EMP-121,Credit
S000403,SKU-00012,Desk Lamp,2,1220.96,2441.92,10/22/2024,STORE-07,EMP-430,Debit
S000404,SKU-00002,Wireless Mouse,10,1213.72,12137.2,11/14/2025,STORE-04,EMP-277,Credit
S000405,SKU-00001,Laptop Pro 15,7,1401.59,9811.13,03/09/2024,STORE-06,EMP-274,Debit
S000406,SKU-00002,Wireless Mouse,10,1216.94,12169.4,03/24/2025,STORE-08,EMP-716,Mobile
S000407,SKU-00001,Laptop Pro 15,5,701.79,3508.95,12/18/2025,STORE-01,EMP-111,Mobile
S000408,SKU-00006,Monitor Arm,1,118.59,118.59,04/07/2025,STORE-08,EMP-441,Cash
S000409,SKU-00005,Standing Desk,9,969.24,8723.16,02/08/2024,STORE-10,EMP-282,Credit
S000410,SKU-00004,Office Chair,7,1321.96,9253.72,12/18/2025,STORE-05,EMP-756,Debit
S000411,SKU-00008,Pen Set,1,632.08,632.08,02/22/2024,STORE-06,EMP-604,Mobile
S000412,SKU-00003,USB Hub,8,312.51,2500.08,07/24/2025,STORE-04,EMP-172,Cash
S000413,SKU-00006,Monitor Arm,10,757.78,7577.8,06/11/2024,STORE-03,EMP-935,Cash
S000414,SKU-00010,Webcam HD,9,676.17,6085.53,01/09/2024,STORE-02,EMP-542,Credit
S000415,SKU-00011,Keyboard BT,5,406.59,2032.95,03/13/2024,STORE-07,EMP-722,Mobile
S000416,SKU-00008,Pen Set,1,369.28,369.28,01/31/2024,STORE-09,EMP-785,Debit
S000417,SKU-00009,Printer Paper,6,340.99,2045.94,11/21/2024,STORE-01,EMP-919,Credit
S000418,SKU-00011,Keyboard BT,8,956.0,7648.0,09/04/2024,STORE-10,EMP-349,Cash
S000419,SKU-00002,Wireless Mouse,7,531.83,3722.81,11/18/2024,STORE-10,EMP-387,Cash
S000420,SKU-00001,Laptop Pro 15,10,1008.9,10089.0,05/14/2024,STORE-08,EMP-728,Debit
S000421,SKU-00011,Keyboard BT,7,93.88,657.16,06/09/2024,STORE-06,EMP-162,Credit
S000422,SKU-00011,Keyboard BT,4,1183.52,4734.08,01/23/2024,STORE-03,EMP-151,Mobile
S000423,SKU-00003,USB Hub,3,24.95,74.85,08/07/2024,STORE-09,EMP-389,Debit
S000424,SKU-00009,Printer Paper,2,313.84,627.68,08/09/2025,STORE-08,EMP-626,Debit
S000425,SKU-00008,Pen Set,6,1299.39,7796.34,08/16/2024,STORE-03,EMP-486,Mobile
S000426,SKU-00001,Laptop Pro 15,4,827.2,3308.8,04/25/2024,STORE-02,EMP-637,Mobile
S000427,SKU-00006,Monitor Arm,1,1009.59,1009.59,01/15/2025,STORE-06,EMP-167,Credit
S000428,SKU-00010,Webcam HD,10,933.19,9331.9,06/25/2024,STORE-10,EMP-404,Credit
S000429,SKU-00011,Keyboard BT,-7,439.67,3077.69,09/19/2025,STORE-08,EMP-881,Mobile
S000430,SKU-00001,Laptop Pro 15,4,440.96,1763.84,01/21/2025,STORE-03,EMP-173,Debit
S000431,SKU-00003,USB Hub,8,1345.65,10765.2,06/05/2024,STORE-02,EMP-508,Cash
S000432,SKU-00006,Monitor Arm,8,536.12,4288.96,08/03/2025,STORE-05,EMP-217,Cash
S000433,SKU-00005,Standing Desk,10,78.39,783.9,11/25/2024,STORE-05,EMP-836,Mobile
S000434,SKU-00003,USB Hub,10,224.44,2244.4,02/27/2024,STORE-10,EMP-613,Mobile
S000435,SKU-00007,Notebook Pack,2,1392.09,2784.18,11/06/2025,STORE-02,EMP-987,Mobile
S000436,SKU-00001,Laptop Pro 15,-8,407.78,3262.24,07/21/2025,STORE-10,EMP-929,Cash
S000437,SKU-00002,Wireless Mouse,9,63.97,575.73,02/03/2024,STORE-04,EMP-217,Debit
S000438,SKU-00008,Pen Set,8,1291.19,10329.52,11/20/2024,STORE-03,EMP-217,Mobile
S000439,SKU-00010,Webcam HD,3,940.62,2821.86,10/13/2024,STORE-05,EMP-899,Debit
S000440,SKU-00001,Laptop Pro 15,8,654.52,5236.16,11/26/2024,STORE-05,EMP-567,Cash
S000441,SKU-00006,Monitor Arm,10,365.52,3655.2,07/02/2025,STORE-10,EMP-577,Mobile
S000442,SKU-00011,Keyboard BT,2,1294.36,2588.72,05/16/2024,STORE-06,EMP-834,Cash
S000443,SKU-00005,Standing Desk,3,242.21,726.63,06/14/2024,STORE-01,EMP-899,Credit
S000444,SKU-00008,Pen Set,4,1198.15,4792.6,01/13/2024,STORE-01,EMP-208,Debit
S000445,SKU-00004,Office Chair,3,370.16,1110.48,09/30/2025,STORE-02,EMP-876,Debit
S000446,SKU-00001,Laptop Pro 15,5,1129.99,5649.95,05/14/2025,STORE-10,EMP-317,Debit
S000447,SKU-00005,Standing Desk,4,27.31,109.24,05/10/2025,STORE-02,EMP-806,Debit
S000448,SKU-00001,Laptop Pro 15,10,43.08,430.8,12/04/2024,STORE-02,EMP-764,Debit
S000449,SKU-00011,Keyboard BT,4,331.52,1326.08,08/26/2024,STORE-02,EMP-353,Credit
S000450,SKU-00012,Desk Lamp,1,1361.53,1361.53,12/30/2024,STORE-08,EMP-251,Cash
S000451,SKU-00004,Office Chair,2,111.27,222.54,11/19/2025,STORE-07,EMP-601,Mobile
S000452,SKU-00004,Office Chair,9,1271.69,11445.21,01/02/2025,STORE-09,EMP-235,Mobile
S000453,SKU-00001,Laptop Pro 15,2,1062.94,2125.88,03/20/2024,STORE-09,EMP-157,Credit
S000454,SKU-00011,Keyboard BT,4,787.95,3151.8,08/17/2025,STORE-05,EMP-261,Mobile
S000455,SKU-00005,Standing Desk,1,1099.4,1099.4,10/28/2024,STORE-08,EMP-466,Debit
S000456,SKU-00011,Keyboard BT,7,934.68,6542.76,08/18/2024,STORE-03,EMP-291,Cash
S000457,SKU-00009,Printer Paper,2,248.56,497.12,10/05/2025,STORE-01,EMP-723,Cash
S000458,SKU-00010,Webcam HD,2,705.19,1410.38,12/15/2025,STORE-01,EMP-182,Credit
S000459,SKU-00008,Pen Set,2,687.54,1375.08,12/10/2024,STORE-07,EMP-608,Debit
S000460,SKU-00009,Printer Paper,8,1225.99,9807.92,03/23/2025,STORE-02,EMP-258,Cash
S000461,SKU-00008,Pen Set,5,1490.36,7451.8,09/21/2024,STORE-05,EMP-210,Debit
S000462,SKU-00006,Monitor Arm,8,432.52,3460.16,05/07/2025,STORE-06,EMP-992,Credit
S000463,SKU-00009,Printer Paper,2,327.41,654.82,07/05/2025,STORE-02,EMP-617,Cash
S000464,SKU-00003,USB Hub,10,1031.24,10312.4,12/26/2024,STORE-09,EMP-379,Debit
S000465,SKU-00004,Office Chair,6,253.2,1519.2,09/26/2024,STORE-01,EMP-921,Mobile
